x,y,z,r,g,b
0.0074,0.5499,0.2765,163,151,162
0.0123,0.5578,0.2837,163,151,162
0.0165,0.5414,0.2826,163,151,162
0.0291,0.5448,0.2752,163,151,162
0.0244,0.5593,0.2691,163,151,162
0.0074,0.5551,0.2752,163,151,162
0.0264,0.5426,0.2720,163,151,162
0.0291,0.5569,0.2724,163,151,162
0.0304,0.5466,0.2769,163,151,162
0.0179,0.5400,0.2712,163,151,162
0.0166,0.5535,0.2887,163,151,162
0.0145,0.5577,0.2664,163,151,162
0.0315,0.5504,0.2795,163,151,162
0.0172,0.5637,0.2796,163,151,162
0.0063,0.5490,0.2759,163,151,162
0.0277,0.5606,0.2791,163,151,162
0.0114,0.5549,0.2666,163,151,162
0.0185,0.5578,0.2652,163,151,162
0.0209,0.5491,0.2637,163,151,162
0.0085,0.5588,0.2740,163,151,162
0.0122,0.5409,0.2717,163,151,162
0.0319,0.5528,0.2797,163,151,162
0.0093,0.5516,0.2673,163,151,162
0.0234,0.5537,0.2640,163,151,162
0.0276,0.5611,0.2807,163,151,162
0.0094,0.5549,0.2675,163,151,162
0.0267,0.5598,0.2842,163,151,162
0.0141,0.5568,0.2883,163,151,162
0.0159,0.5646,0.2784,163,151,162
0.0082,0.5598,0.2744,163,151,162
0.0286,0.5534,0.2666,163,151,162
0.0114,0.5492,0.2650,163,151,162
0.0326,0.5486,0.2786,163,151,162
0.0109,0.5519,0.2652,163,151,162
0.0256,0.5458,0.2655,163,151,162
0.0167,0.5446,0.2644,163,151,162
0.0243,0.5638,0.2806,163,151,162
0.0214,0.5541,0.2903,163,151,162
0.0218,0.5637,0.2829,163,151,162
0.0230,0.5644,0.2805,163,151,162
0.0094,0.5604,0.2713,163,151,162
0.0273,0.5558,0.2657,163,151,162
0.0155,0.5600,0.2656,163,151,162
0.0194,0.5649,0.2716,163,151,162
0.0148,0.5610,0.2664,163,151,162
0.0314,0.5522,0.2843,163,151,162
0.0169,0.5531,0.2621,163,151,162
0.0099,0.5596,0.2685,163,151,162
0.0074,0.5579,0.2704,163,151,162
0.0107,0.5499,0.2887,163,151,162
0.0118,0.5481,0.2641,163,151,162
0.0286,0.5607,0.2828,163,151,162
0.0268,0.5504,0.2892,163,151,162
0.0222,0.5535,0.2911,163,151,162
0.0226,0.5548,0.2908,163,151,162
0.0220,0.5494,0.2617,163,151,162
0.0201,0.5424,0.2641,163,151,162
0.0048,0.5566,0.2737,163,151,162
0.0086,0.5606,0.2698,163,151,162
0.0107,0.5469,0.2889,163,151,162
0.0088,0.5618,0.2715,163,151,162
0.0095,0.5504,0.2643,163,151,162
0.0059,0.5503,0.2681,163,151,162
0.0143,0.5458,0.2904,163,151,162
0.0126,0.5642,0.2705,163,151,162
0.0164,0.5437,0.2901,163,151,162
0.0304,0.5520,0.2656,163,151,162
0.0323,0.5427,0.2763,163,151,162
0.0337,0.5452,0.2770,163,151,162
0.0219,0.5401,0.2656,163,151,162
0.0083,0.5627,0.2725,163,151,162
0.0209,0.5566,0.2918,163,151,162
0.0106,0.5485,0.2630,163,151,162
0.0083,0.5541,0.2646,163,151,162
0.0035,0.5564,0.2783,163,151,162
0.0281,0.5399,0.2689,163,151,162
0.0233,0.5439,0.2623,163,151,162
0.0056,0.5600,0.2720,163,151,162
0.0257,0.5532,0.2917,163,151,162
0.0172,0.5673,0.2718,163,151,162
0.0242,0.5399,0.2652,163,151,162
0.0346,0.5470,0.2815,163,151,162
0.0072,0.5607,0.2689,163,151,162
0.0034,0.5551,0.2821,163,151,162
0.0306,0.5579,0.2661,163,151,162
0.0038,0.5585,0.2740,163,151,162
0.0240,0.5450,0.2916,163,151,162
0.0218,0.5676,0.2805,163,151,162
0.0336,0.5451,0.2701,163,151,162
0.0105,0.5620,0.2663,163,151,162
0.0069,0.5600,0.2682,163,151,162
0.0232,0.5626,0.2887,163,151,162
0.0205,0.5405,0.2632,163,151,162
0.0126,0.5613,0.2641,163,151,162
0.0285,0.5388,0.2692,163,151,162
0.0310,0.5580,0.2660,163,151,162
0.0220,0.5680,0.2729,163,151,162
0.0197,0.5568,0.2601,163,151,162
0.0088,0.5639,0.2702,163,151,162
0.0080,0.5509,0.2630,163,151,162
0.0098,0.5628,0.2670,163,151,162
0.0019,0.5537,0.2731,163,151,162
0.0176,0.5683,0.2717,163,151,162
0.0273,0.5454,0.2620,163,151,162
0.0345,0.5567,0.2836,163,151,162
0.0208,0.5561,0.2937,163,151,162
0.0356,0.5541,0.2705,163,151,162
0.0142,0.5404,0.2632,163,151,162
0.0036,0.5603,0.2740,163,151,162
0.0313,0.5621,0.2842,163,151,162
0.0313,0.5612,0.2855,163,151,162
0.0060,0.5538,0.2642,163,151,162
0.0132,0.5649,0.2871,163,151,162
0.0146,0.5523,0.2941,163,151,162
0.0301,0.5657,0.2766,163,151,162
0.0190,0.5627,0.2907,163,151,162
0.0304,0.5382,0.2713,163,151,162
0.0027,0.5548,0.2693,163,151,162
0.0115,0.5648,0.2864,163,151,162
0.0283,0.5663,0.2716,163,151,162
0.0315,0.5390,0.2710,163,151,162
0.0137,0.5375,0.2656,163,151,162
0.0344,0.5560,0.2676,163,151,162
0.0135,0.5661,0.2671,163,151,162
0.0358,0.5545,0.2835,163,151,162
0.0219,0.5332,0.2793,163,151,162
0.0172,0.5697,0.2761,163,151,162
0.0090,0.5404,0.2654,163,151,162
0.0043,0.5559,0.2869,163,151,162
0.0226,0.5580,0.2935,163,151,162
0.0351,0.5438,0.2709,163,151,162
0.0032,0.5508,0.2865,163,151,162
0.0235,0.5545,0.2944,163,151,162
0.0137,0.5659,0.2870,163,151,162
0.0058,0.5608,0.2674,163,151,162
0.0156,0.5673,0.2675,163,151,162
0.0352,0.5548,0.2853,163,151,162
0.0007,0.5486,0.2796,163,151,162
0.0132,0.5575,0.2933,163,151,162
0.0116,0.5648,0.2657,163,151,162
0.0199,0.5465,0.2583,163,151,162
0.0045,0.5523,0.2886,163,151,162
0.0107,0.5683,0.2757,163,151,162
0.0052,0.5616,0.2687,163,151,162
0.0126,0.5518,0.2587,163,151,162
0.0336,0.5449,0.2869,163,151,162
0.0199,0.5508,0.2955,163,151,162
0.0129,0.5663,0.2665,163,151,162
0.0026,0.5591,0.2711,163,151,162
0.0302,0.5663,0.2730,163,151,162
0.0122,0.5528,0.2589,163,151,162
0.0020,0.5580,0.2711,163,151,162
0.0351,0.5614,0.2792,163,151,162
0.0107,0.5646,0.2656,163,151,162
0.0041,0.5613,0.2698,163,151,162
0.0310,0.5476,0.2912,163,151,162
0.0233,0.5341,0.2690,163,151,162
0.0279,0.5547,0.2934,163,151,162
0.0313,0.5656,0.2722,163,151,162
0.0329,0.5588,0.2878,163,151,162
0.0098,0.5658,0.2675,163,151,162
0.0335,0.5415,0.2682,163,151,162
0.0060,0.5621,0.2669,163,151,162
0.0301,0.5671,0.2789,163,151,162
0.0293,0.5677,0.2784,163,151,162
0.0346,0.5544,0.2653,163,151,162
0.0177,0.5540,0.2958,163,151,162
0.0119,0.5619,0.2618,163,151,162
0.0297,0.5556,0.2925,163,151,162
0.0330,0.5391,0.2828,163,151,162
0.0095,0.5685,0.2767,163,151,162
0.0372,0.5576,0.2725,163,151,162
0.0314,0.5524,0.2919,163,151,162
0.0348,0.5423,0.2843,163,151,162
0.0290,0.5540,0.2934,163,151,162
0.0326,0.5499,0.2622,163,151,162
0.0114,0.5505,0.2949,163,151,162
0.0259,0.5481,0.2582,163,151,162
0.0090,0.5616,0.2627,163,151,162
0.0265,0.5698,0.2769,163,151,162
0.0159,0.5707,0.2804,163,151,162
0.0018,0.5493,0.2663,163,151,162
0.0017,0.5565,0.2677,163,151,162
0.0027,0.5547,0.2652,163,151,162
0.0142,0.5670,0.2882,163,151,162
0.0049,0.5552,0.2904,163,151,162
0.0079,0.5659,0.2850,163,151,162
0.0241,0.5695,0.2838,163,151,162
0.0091,0.5488,0.2591,163,151,162
0.0292,0.5457,0.2599,163,151,162
0.0012,0.5575,0.2690,163,151,162
0.0033,0.5529,0.2894,163,151,162
0.0042,0.5437,0.2648,163,151,162
0.0055,0.5642,0.2683,163,151,162
0.0295,0.5547,0.2937,163,151,162
0.0063,0.5413,0.2640,163,151,162
0.0382,0.5471,0.2827,163,151,162
0.0063,0.5552,0.2923,163,151,162
0.0354,0.5477,0.2886,163,151,162
0.0099,0.5604,0.2603,163,151,162
0.0265,0.5474,0.2576,163,151,162
0.0077,0.5523,0.2939,163,151,162
0.0178,0.5626,0.2940,163,151,162
0.0251,0.5533,0.2963,163,151,162
0.0032,0.5627,0.2692,163,151,162
0.0217,0.5599,0.2954,163,151,162
0.0294,0.5533,0.2946,163,151,162
0.0385,0.5582,0.2735,163,151,162
0.0035,0.5438,0.2648,163,151,162
0.0096,0.5699,0.2773,163,151,162
0.0027,0.5560,0.2888,163,151,162
0.0163,0.5315,0.2698,163,151,162
0.0174,0.5446,0.2566,163,151,162
0.0401,0.5515,0.2774,163,151,162
0.0114,0.5681,0.2662,163,151,162
0.0179,0.5383,0.2599,163,151,162
0.0077,0.5545,0.2942,163,151,162
0.0343,0.5393,0.2851,163,151,162
0.0276,0.5686,0.2857,163,151,162
0.0026,0.5617,0.2856,163,151,162
0.0062,0.5489,0.2596,163,151,162
0.0062,0.5682,0.2730,163,151,162
0.0138,0.5562,0.2562,163,151,162
0.0115,0.5675,0.2886,163,151,162
0.0303,0.5529,0.2950,163,151,162
0.0259,0.5517,0.2560,163,151,162
0.0402,0.5504,0.2812,163,151,162
0.0011,0.5613,0.2836,163,151,162
0.0349,0.5623,0.2864,163,151,162
0.0395,0.5448,0.2801,163,151,162
0.0303,0.5678,0.2679,163,151,162
0.0243,0.5599,0.2572,163,151,162
0.0282,0.5321,0.2716,163,151,162
0.0316,0.5389,0.2894,163,151,162
0.0150,0.5412,0.2576,163,151,162
0.0371,0.5402,0.2821,163,151,162
0.0384,0.5546,0.2863,163,151,162
0.0170,0.5730,0.2799,163,151,162
0.0245,0.5351,0.2626,163,151,162
0.0106,0.5357,0.2633,163,151,162
0.0078,0.5516,0.2574,163,151,162
0.0397,0.5470,0.2835,163,151,162
0.0356,0.5371,0.2724,163,151,162
0.0322,0.5441,0.2931,163,151,162
0.0376,0.5573,0.2874,163,151,162
0.0268,0.5489,0.2974,163,151,162
0.0382,0.5444,0.2858,163,151,162
0.0259,0.5300,0.2760,163,151,162
0.0253,0.5351,0.2623,163,151,162
0.0034,0.5589,0.2624,163,151,162
0.0305,0.5690,0.2843,163,151,162
0.0392,0.5466,0.2856,163,151,162
0.0102,0.5349,0.2639,163,151,162
0.0338,0.5391,0.2645,163,151,162
0.0243,0.5523,0.2544,163,151,162
0.0368,0.5435,0.2886,163,151,162
0.0202,0.5355,0.2601,163,151,162
0.0314,0.5565,0.2580,163,151,162
0.0122,0.5314,0.2675,163,151,162
0.0029,0.5630,0.2879,163,151,162
0.0344,0.5346,0.2801,163,151,162
0.0317,0.5534,0.2576,163,151,162
0.0017,0.5662,0.2795,163,151,162
0.0356,0.5380,0.2677,163,151,162
0.0333,0.5649,0.2647,163,151,162
0.0190,0.5503,0.2535,163,151,162
0.0293,0.5523,0.2559,163,151,162
0.0162,0.5508,0.2995,163,151,162
0.0295,0.5554,0.2968,163,151,162
0.0064,0.5665,0.2887,163,151,162
0.0135,0.5651,0.2943,163,151,162
0.0165,0.5472,0.2992,163,151,162
0.0121,0.5330,0.2641,163,151,162
0.0062,0.5649,0.2629,163,151,162
0.0392,0.5466,0.2662,163,151,162
0.0214,0.5343,0.2609,163,151,162
0.0421,0.5482,0.2757,163,151,162
0.0285,0.5482,0.2977,163,151,162
0.0236,0.5604,0.2555,163,151,162
0.0346,0.5687,0.2753,163,151,162
0.0011,0.5586,0.2634,163,151,162
0.0255,0.5322,0.2647,163,151,162
0.0331,0.5329,0.2797,163,151,162
0.0361,0.5374,0.2846,163,151,162
0.0378,0.5566,0.2896,163,151,162
0.0375,0.5426,0.2882,163,151,162
0.0030,0.5667,0.2842,163,151,162
0.0362,0.5476,0.2921,163,151,162
0.0125,0.5580,0.2550,163,151,162
0.0070,0.5475,0.2567,163,151,162
0.0386,0.5428,0.2865,163,151,162
0.0136,0.5697,0.2629,163,151,162
0.0135,0.5721,0.2863,163,151,162
0.0192,0.5343,0.2602,163,151,162
0.0130,0.5740,0.2740,163,151,162
0.0011,0.5612,0.2644,163,151,162
0.0161,0.5362,0.2583,163,151,162
0.0302,0.5540,0.2975,163,151,162
0.0292,0.5554,0.2978,163,151,162
0.0272,0.5687,0.2908,163,151,162
0.0196,0.5284,0.2696,163,151,162
0.0381,0.5458,0.2899,163,151,162
0.0194,0.5428,0.2541,163,151,162
0.0151,0.5394,0.2561,163,151,162
0.0120,0.5412,0.2558,163,151,162
0.0416,0.5453,0.2825,163,151,162
0.0013,0.5621,0.2642,163,151,162
0.0126,0.5743,0.2734,163,151,162
0.0244,0.5506,0.3001,163,151,162
0.0157,0.5628,0.2556,163,151,162
0.0155,0.5665,0.2950,163,151,162
0.0395,0.5631,0.2714,163,151,162
0.0225,0.5662,0.2953,163,151,162
0.0031,0.5410,0.2615,163,151,162
0.0425,0.5475,0.2815,163,151,162
0.0278,0.5556,0.2987,163,151,162
0.0410,0.5496,0.2866,163,151,162
0.0298,0.5534,0.2982,163,151,162
0.0212,0.5734,0.2864,163,151,162
0.0397,0.5537,0.2889,163,151,162
0.0249,0.5571,0.2538,163,151,162
0.0176,0.5387,0.2559,163,151,162
0.0133,0.5726,0.2867,163,151,162
0.0376,0.5400,0.2873,163,151,162
0.0260,0.5644,0.2573,163,151,162
0.0387,0.5448,0.2893,163,151,162
0.0143,0.5595,0.2990,163,151,162
0.0006,0.5662,0.2822,163,151,162
0.0092,0.5323,0.2647,163,151,162
0.0198,0.5280,0.2689,163,151,162
0.0044,0.5683,0.2667,163,151,162
0.0253,0.5363,0.2581,163,151,162
0.0289,0.5538,0.2989,163,151,162
0.0358,0.5665,0.2864,163,151,162
0.0128,0.5751,0.2749,163,151,162
0.0025,0.5612,0.2609,163,151,162
0.0353,0.5392,0.2909,163,151,162
0.0075,0.5706,0.2872,163,151,162
0.0019,0.5676,0.2688,163,151,162
0.0356,0.5350,0.2854,163,151,162
0.0384,0.5630,0.2659,163,151,162
0.0031,0.5683,0.2857,163,151,162
0.0245,0.5407,0.2986,163,151,162
0.0422,0.5450,0.2836,163,151,162
0.0106,0.5489,0.3001,163,151,162
0.0235,0.5383,0.2555,163,151,162
0.0169,0.5751,0.2846,163,151,162
0.0376,0.5622,0.2897,163,151,162
0.0351,0.5373,0.2903,163,151,162
0.0120,0.5572,0.3002,163,151,162
0.0023,0.5621,0.2607,163,151,162
0.0435,0.5493,0.2700,163,151,162
0.0048,0.5700,0.2866,163,151,162
0.0231,0.5278,0.2675,163,151,162
0.0262,0.5337,0.2595,163,151,162
0.0304,0.5559,0.2989,163,151,162
0.0428,0.5475,0.2676,163,151,162
0.0100,0.5519,0.3006,163,151,162
0.0348,0.5328,0.2849,163,151,162
0.0072,0.5712,0.2878,163,151,162
0.0430,0.5426,0.2725,163,151,162
0.0095,0.5537,0.2526,163,151,162
0.0252,0.5488,0.3016,163,151,162
0.0211,0.5486,0.3023,163,151,162
0.0415,0.5510,0.2637,163,151,162
0.0265,0.5660,0.2966,163,151,162
0.0080,0.5489,0.2531,163,151,162
0.0415,0.5400,0.2700,163,151,162
0.0416,0.5594,0.2866,163,151,162
0.0338,0.5311,0.2693,163,151,162
0.0430,0.5510,0.2869,163,151,162
0.0144,0.5392,0.2539,163,151,162
0.0227,0.5259,0.2716,163,151,162
0.0435,0.5602,0.2739,163,151,162
0.0165,0.5383,0.2540,163,151,162
0.0444,0.5451,0.2799,163,151,162
0.0320,0.5536,0.2994,163,151,162
0.0153,0.5374,0.2544,163,151,162
0.0331,0.5552,0.2986,163,151,162
0.0101,0.5652,0.2972,163,151,162
0.0348,0.5710,0.2846,163,151,162
0.0319,0.5528,0.2997,163,151,162
0.0345,0.5725,0.2724,163,151,162
0.0435,0.5464,0.2858,163,151,162
0.0372,0.5678,0.2870,163,151,162
0.0412,0.5564,0.2906,163,151,162
0.0007,0.5682,0.2666,163,151,162
0.0042,0.5362,0.2600,163,151,162
0.0415,0.5434,0.2889,163,151,162
0.0360,0.5677,0.2895,163,151,162
0.0419,0.5371,0.2767,163,151,162
0.0238,0.5623,0.2525,163,151,162
0.0059,0.5328,0.2621,163,151,162
0.0007,0.5590,0.2948,163,151,162
0.0424,0.5400,0.2841,163,151,162
0.0147,0.5611,0.2518,163,151,162
0.0042,0.5667,0.2600,163,151,162
0.0219,0.5361,0.2543,163,151,162
0.0268,0.5768,0.2818,163,151,162
0.0039,0.5703,0.2644,163,151,162
0.0112,0.5267,0.2678,163,151,162
0.0423,0.5559,0.2632,163,151,162
0.0251,0.5621,0.2523,163,151,162
0.0373,0.5693,0.2859,163,151,162
0.0285,0.5330,0.2585,163,151,162
0.0039,0.5642,0.2577,163,151,162
0.0224,0.5360,0.2541,163,151,162
0.0400,0.5418,0.2914,163,151,162
0.0212,0.5340,0.2554,163,151,162
0.0119,0.5389,0.2531,163,151,162
0.0337,0.5609,0.2978,163,151,162
0.0248,0.5358,0.2546,163,151,162
0.0240,0.5377,0.2531,163,151,162
0.0259,0.5329,0.2572,163,151,162
0.0287,0.5764,0.2831,163,151,162
0.0457,0.5553,0.2826,163,151,162
0.0435,0.5542,0.2893,163,151,162
0.0089,0.5372,0.2549,163,151,162
0.0350,0.5607,0.2559,163,151,162
0.0418,0.5663,0.2713,163,151,162
0.0462,0.5530,0.2707,163,151,162
0.0256,0.5778,0.2824,163,151,162
0.0404,0.5563,0.2593,163,151,162
0.0209,0.5487,0.3043,163,151,162
0.0464,0.5529,0.2708,163,151,162
0.0204,0.5363,0.2529,163,151,162
0.0409,0.5339,0.2744,163,151,162
0.0295,0.5763,0.2838,163,151,162
0.0460,0.5435,0.2757,163,151,162
0.0362,0.5692,0.2633,163,151,162
0.0220,0.5356,0.2534,163,151,162
0.0077,0.5502,0.2507,163,151,162
0.0406,0.5612,0.2918,163,151,162
0.0275,0.5749,0.2636,163,151,162
0.0201,0.5445,0.2492,163,151,162
0.0222,0.5355,0.2534,163,151,162
0.0435,0.5593,0.2883,163,151,162
0.0417,0.5660,0.2681,163,151,162
0.0023,0.5599,0.2978,163,151,162
0.0424,0.5412,0.2891,163,151,162
0.0351,0.5537,0.2999,163,151,162
0.0320,0.5418,0.3000,163,151,162
0.0448,0.5464,0.2877,163,151,162
0.0090,0.5401,0.2522,163,151,162
0.0111,0.5531,0.2490,163,151,162
0.0021,0.5367,0.2586,163,151,162
0.0421,0.5397,0.2891,163,151,162
0.0371,0.5715,0.2861,163,151,162
0.0353,0.5572,0.2536,163,151,162
0.0004,0.5504,0.2544,163,151,162
0.0092,0.5394,0.2521,163,151,162
0.0443,0.5471,0.2630,163,151,162
0.0431,0.5411,0.2892,163,151,162
0.0210,0.5772,0.2896,163,151,162
0.0016,0.5412,0.2556,163,151,162
0.0291,0.5532,0.3038,163,151,162
0.0429,0.5346,0.2773,163,151,162
0.0462,0.5522,0.2660,163,151,162
0.0005,0.5323,0.2645,163,151,162
0.0420,0.5436,0.2929,163,151,162
0.0423,0.5563,0.2596,163,151,162
0.0170,0.5361,0.2515,163,151,162
0.0334,0.5361,0.2560,163,151,162
0.0089,0.5400,0.2514,163,151,162
0.0430,0.5665,0.2694,163,151,162
0.0160,0.5370,0.2511,163,151,162
0.0298,0.5300,0.2594,163,151,162
0.0037,0.5518,0.2514,163,151,162
0.0336,0.5548,0.3019,163,151,162
0.0361,0.5563,0.3002,163,151,162
0.0102,0.5392,0.2510,163,151,162
0.0207,0.5364,0.2510,163,151,162
0.0205,0.5381,0.2500,163,151,162
0.0441,0.5507,0.2924,163,151,162
0.0255,0.5442,0.3047,163,151,162
0.0293,0.5531,0.3044,163,151,162
0.0450,0.5513,0.2912,163,151,162
0.0058,0.5404,0.2521,163,151,162
0.0217,0.5393,0.2493,163,151,162
0.0338,0.5555,0.3023,163,151,162
0.0345,0.5274,0.2671,163,151,162
0.0202,0.5649,0.2498,163,151,162
0.0453,0.5484,0.2909,163,151,162
0.0354,0.5542,0.3017,163,151,162
0.0228,0.5391,0.2492,163,151,162
0.0186,0.5611,0.3051,163,151,162
0.0473,0.5460,0.2857,163,151,162
0.0114,0.5759,0.2606,163,151,162
0.0025,0.5308,0.2616,163,151,162
0.0055,0.5758,0.2881,163,151,162
0.0173,0.5404,0.2483,163,151,162
0.0392,0.5465,0.2989,163,151,162
0.0401,0.5381,0.2589,163,151,162
0.0387,0.5707,0.2895,163,151,162
0.0235,0.5360,0.2505,163,151,162
0.0395,0.5738,0.2741,163,151,162
0.0459,0.5513,0.2912,163,151,162
0.0278,0.5766,0.2914,163,151,162
0.0309,0.5529,0.3047,163,151,162
0.0370,0.5680,0.2950,163,151,162
0.0302,0.5754,0.2920,163,151,162
0.0429,0.5388,0.2915,163,151,162
0.0464,0.5487,0.2904,163,151,162
0.0488,0.5497,0.2690,163,151,162
0.0478,0.5469,0.2865,163,151,162
0.0308,0.5429,0.3038,163,151,162
0.0326,0.5319,0.2568,163,151,162
0.0365,0.5558,0.3016,163,151,162
0.0179,0.5395,0.2481,163,151,162
0.0192,0.5400,0.2478,163,151,162
0.0374,0.5358,0.2960,163,151,162
0.0373,0.5548,0.3014,163,151,162
0.0226,0.5214,0.2691,163,151,162
0.0308,0.5523,0.2479,163,151,162
0.0407,0.5393,0.2579,163,151,162
0.0448,0.5506,0.2939,163,151,162
0.0453,0.5676,0.2736,163,151,162
0.0384,0.5663,0.2957,163,151,162
0.0079,0.5363,0.2515,163,151,162
0.0411,0.5327,0.2887,163,151,162
0.0156,0.5377,0.2486,163,151,162
0.0364,0.5530,0.3026,163,151,162
0.0264,0.5227,0.2657,163,151,162
0.0486,0.5476,0.2868,163,151,162
0.0193,0.5395,0.2472,163,151,162
0.0273,0.5431,0.3060,163,151,162
0.0366,0.5512,0.3029,163,151,162
0.0012,0.5306,0.2606,163,151,162
0.0380,0.5570,0.3013,163,151,162
0.0094,0.5254,0.2609,163,151,162
0.0363,0.5729,0.2610,163,151,162
0.0349,0.5758,0.2890,163,151,162
0.0288,0.5406,0.2483,163,151,162
0.0165,0.5198,0.2723,163,151,162
0.0455,0.5445,0.2929,163,151,162
0.0277,0.5404,0.2479,163,151,162
0.0428,0.5711,0.2842,163,151,162
0.0286,0.5407,0.2480,163,151,162
0.0083,0.5442,0.3059,163,151,162
0.0467,0.5444,0.2910,163,151,162
0.0367,0.5751,0.2886,163,151,162
0.0032,0.5786,0.2820,163,151,162
0.0228,0.5245,0.2594,163,151,162
0.0275,0.5406,0.2476,163,151,162
0.0192,0.5373,0.2476,163,151,162
0.0371,0.5248,0.2751,163,151,162
0.0305,0.5811,0.2732,163,151,162
0.0218,0.5592,0.2454,163,151,162
0.0262,0.5781,0.2930,163,151,162
0.0198,0.5398,0.2464,163,151,162
0.0384,0.5567,0.3020,163,151,162
0.0034,0.5390,0.2508,163,151,162
0.0228,0.5214,0.2642,163,151,162
0.0088,0.5285,0.2556,163,151,162
0.0039,0.5467,0.3051,163,151,162
0.0024,0.5500,0.2484,163,151,162
0.0441,0.5371,0.2612,163,151,162
0.0074,0.5818,0.2779,163,151,162
0.0369,0.5239,0.2769,163,151,162
0.0245,0.5788,0.2935,163,151,162
0.0455,0.5388,0.2912,163,151,162
0.0241,0.5447,0.3083,163,151,162
0.0119,0.5211,0.2875,163,151,162
0.0053,0.5402,0.2487,163,151,162
0.0490,0.5392,0.2699,163,151,162
0.0442,0.5366,0.2923,163,151,162
0.0498,0.5635,0.2774,163,151,162
0.0396,0.5566,0.3021,163,151,162
0.0478,0.5668,0.2707,163,151,162
0.0486,0.5519,0.2917,163,151,162
0.0099,0.5297,0.2530,163,151,162
0.0480,0.5652,0.2676,163,151,162
0.0070,0.5212,0.2844,163,151,162
0.0417,0.5584,0.3000,163,151,162
0.0371,0.5760,0.2900,163,151,162
0.0289,0.5209,0.2669,163,151,162
0.0349,0.5269,0.2599,163,151,162
0.0157,0.5820,0.2896,163,151,162
0.0430,0.5293,0.2848,163,151,162
0.0019,0.5776,0.2886,163,151,162
0.0081,0.5256,0.2578,163,151,162
0.0432,0.5721,0.2872,163,151,162
0.0039,0.5758,0.2942,163,151,162
0.0133,0.5225,0.2599,163,151,162
0.0365,0.5702,0.2546,163,151,162
0.0338,0.5460,0.3065,163,151,162
0.0455,0.5352,0.2904,163,151,162
0.0448,0.5717,0.2852,163,151,162
0.0529,0.5533,0.2738,163,151,162
0.0361,0.5498,0.3062,163,151,162
0.0327,0.5501,0.3079,163,151,162
0.0457,0.5328,0.2875,163,151,162
0.0286,0.5295,0.2519,163,151,162
0.0491,0.5581,0.2615,163,151,162
0.0042,0.5397,0.2479,163,151,162
0.0402,0.5552,0.3034,163,151,162
0.0270,0.5405,0.3082,163,151,162
0.0010,0.5502,0.2472,163,151,162
0.0223,0.5207,0.2609,163,151,162
0.0315,0.5395,0.3065,163,151,162
0.0012,0.5462,0.2475,163,151,162
0.0488,0.5342,0.2808,163,151,162
0.0087,0.5759,0.2545,163,151,162
0.0338,0.5487,0.3078,163,151,162
